	H800_swab_1	H800_swab_2	H801_swab_1	H802_swab_1	H802_swab_2	H803_swab_1	H803_swab_2	H804_swab_1	H804_swab_4	H805_swab_1	H805_swab_2	H806_swab_1	H806_swab_2	H807_swab_1	H807_swab_2	H809_swab_1	H809_swab_2	H810_swab_1	H813_swab_3	H813_swab_4	H814_chip	H814_chip_2	H815_chip	H817_chip	H817_swab_1	H817_swab_2	H818_swab_1	H818_swab_2	H819_swab_1	H819_swab_2	H820_swab_1	H820_swab_2	H821_chip	H821_swab_1	H821_swab_2	H822_swab_1	H822_swab_2	H823_chip	H823_swab_1	H825_swab_1	H825_swab_2	H827_chip	H827_swab_1	H827_swab_2	H831_chip	H831_chip_2	H831_swab_1	H831_swab_2	H833_swab_1	H834_swab_1	H834_swab_2	H835_chip	H835_chip_2	H837_swab_1	H837_swab_2	H838_chip	H840_chip	H840_swab_1	H840_swab_2	H841_chip	H841_swab_1	H841_swab_2
D-arabinose utilization	194.75	429.25	236.25	27.5	40.25	93.25	60	55.75	265	200.25	432	433.25	413.25	118	46.75	7	30	594.5	56.75	56.75	78	116	63	4	67	73.5	119	10.75	21.25	613.75	8.5	24.25	19	187	359.75	47	31.25	10.75	74.75	20.75	20.5	8.25	2.75	44.5	0	90	75.5	165.25	92	19.5	8.75	48	8.25	3	35.25	12	2.25	650.5	524.25	9.25	693.5	786.5
D-galacturonate utilization, oxidative pathway	512.75	513.25	339.75	39.5	59.25	95.25	86	83.25	518.5	337.75	823	698.75	738.75	263	71.75	11	60.5	1141	65.75	71.75	370	406.5	114	25	118	83.5	165	14.25	35.75	1273.25	10.5	30.75	38.5	350	727.75	63.5	38.25	11.75	88.75	37.25	24	15.75	5.75	80	0	188	78.5	173.25	115	25.5	12.75	188.5	69.75	7	56.75	36.5	6.25	1212	805.25	14.25	1307.5	1792
D-gluconate and ketogluconates metabolism	9014.1	5439.29999999999	11174.8	623.5	948.3	940.6	1443.7	1186.8	2936.4	7185.99999999999	14795.4	16049	19624.7	6442.7	5404.7	398.8	26376.9	9172.3	1608.2	1274.1	12329.8	3350.7	3346.6	683	1586.2	1381.2	3719.8	681.7	857.3	5804.9	2338.8	458.5	3524.4	2575.4	10406.7	852.2	898.7	354.4	1536.4	3134.7	1027.8	1564.7	1469.4	520.7	32.4	1197.5	5127.6	9296.4	15901.8	704	1084.7	8757.8	2521.9	656.7	1058.5	3257.1	1254.7	19864.2	10893.7	2045.1	12015.8	10561.8
D-glucosaminate utilization	0	0	0	0	0	0	0	0.5	2	23.5	1.5	4	7	0	0	0	0	0	0	1.5	0	0	0	0	0	0	20.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	275	0	0	0	1	55	59.5	0	0	0	0	0	0	0	0	0	0	0	5	0.5
D-threonate, L-threonate and D-erythronate utilization	545	440	332	134	116	265	609	156	299	706	1352	1522	6815	362	132	56	10604	3043	330	197	371	41	501	13	202	208	101	56	94	1808	43	71	321	897	953	112	136	24	211	312	111	24	88	286	1	196	228	382	105	63	60	326	80	10	30	324	205	2086	977	82	1572	1900
D-tyrosyl-tRNA(Tyr) deacylase	36.3333333333333	60.6666666666667	16	111.333333333333	177	1141.66666666667	44.6666666666667	97	30	208.333333333333	179	91.6666666666666	117.333333333333	184.666666666667	178.666666666667	69.6666666666667	195	73	96.3333333333334	100.333333333333	193	64.6666666666667	117.333333333333	260.666666666667	279.333333333333	98	137.333333333333	704.333333333333	55.6666666666667	71.3333333333333	83.6666666666666	83	301.666666666667	68.3333333333333	163.666666666667	315.666666666667	175.666666666667	2.66666666666667	65.6666666666667	296.666666666667	162.666666666667	929.666666666667	140.333333333333	25.6666666666667	9.33333333333333	34	102.666666666667	219.333333333333	125	51.3333333333333	81.6666666666667	145.666666666667	44	1439.33333333333	1849	360	213.333333333333	399.666666666667	316	781	300.666666666667	323.333333333333
D-xylose utilization	0	4	0	76	284	2220	10	38	2	69	13	25	59	42	12	22	7	0	9	4	3	21	9	598	441	22	33	1342	2	0	0	4	508	0	0	441	263	2	3	644	267	1952	2	3	20	13	21	92	0	6	8	1	0	2835	3665	546	327	10	4	2140	130	58
DAP (1,3-diaminopropane) production	215.333333333333	140.166666666667	154.666666666667	31.3333333333333	136.5	607.833333333333	87.6666666666667	53.1666666666667	16.8333333333333	412.666666666667	568	1258.16666666667	2459.33333333333	848.5	1061.83333333333	12.3333333333333	4693.33333333333	4	87.6666666666667	52.6666666666667	427.833333333333	14.3333333333333	5.5	341.5	510	34	405.5	821.666666666667	35.3333333333333	19.3333333333333	344.666666666667	8	120.5	4.83333333333333	77.6666666666667	137.666666666667	64.6666666666667	6.83333333333333	44.1666666666667	337.333333333333	103.833333333333	184.5	514.166666666667	19	6	114.833333333333	155.666666666667	479.333333333333	297.333333333333	10	6	268.833333333333	29.5	652.5	1058	187	195.5	5366.66666666667	2116.66666666667	227	874.833333333333	844
DNA Helicase of Unknown Function	29	63	31	758	2232	18298	49	416	23	446	54	727	858	398	140	132	122	18	177	166	5992	890	1231	3902	3405	432	299	10423	32	19	15	41	6767	93	123	2983	1702	159	273	4634	1886	14516	22	80	101	87	206	774	11	1884	3986	4330	1123	22586	26493	7915	2460	75	84	13146	950	245
DNA Repair Base Excision	24685.5	16697	30050.5	3814	6185.5	9400	6413.5	8299.5	17258.5	22001.5	38140	39343.5	26340	24852	24767	1995.5	19439.5	23256.5	6812	6998	48028	13794.5	34880.5	5881	7226	8323.5	9549	5024	3153	14584.5	8648.5	2547.5	24078	8570	19429.5	5644	4001.5	1547.5	7143	14823	5580	12699	12028	2572	110	4097.5	9902	20177	35068.5	8837.5	19799.5	35012	9933.5	7762.5	10878.5	25577	6619.5	38780	29647	14073.5	33749.5	37927
DNA internalization-related cluster	5754.41666666667	4656.33333333333	6631.25	1576.91666666667	2086.41666666667	2185.41666666667	2196.91666666667	2530.08333333333	5588.58333333333	8605.16666666667	11519.1666666667	13166.0833333333	9275.91666666667	6555.08333333333	6557.16666666667	1143.16666666667	6351.66666666667	4932.75	2391.16666666667	2406	17510	4211.83333333333	9762.75	1735.91666666667	2311.5	2489.66666666667	3881.16666666667	1294.91666666667	1531.75	3792.91666666667	2701.66666666667	1091.33333333333	9658.16666666667	2247.83333333333	5966.83333333333	1881.66666666667	1191.58333333333	426.916666666667	2018.75	6626.5	2492.66666666667	5071.91666666667	5437.25	1176.75	39.5	1359.08333333333	4094.91666666667	8660.58333333334	12804	3673.5	8202.33333333333	11968.9166666667	3479.33333333333	1904.75	2701	10290	2877	14468.25	10601.5833333333	6115.33333333333	10453.1666666667	12152.5833333333
DNA phosphorothioation-dependent restriction system DptFGH	0	0	0	0	2	0	0	6	0	7	0	9	39	12	48	0	0	0	1	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	242	0	0	0	0	4	2	0	0	0	0	4	175	17	3	0	10	0	0	0	74	0	0	0	1	2	2	62
DNA processing cluster	4931	3172	5603.5	428	972.5	645.5	2542	1326	2159	7958	9885	11017.5	9700	8746.5	10155	295	6104.5	3351.5	1450	1234.5	11050.5	2715.5	5091.5	634	1141.5	1312.5	2676	168.5	427.5	2334	1888	331	6047.5	1135	6936.5	632	564.5	232.5	1226.5	4195.5	1257.5	1396	6249	689	35	1128.5	4884.5	9701.5	9279	2588	6172	8444	2124	98	255.5	4646	1887	12101.5	8998.5	2932	9093.5	10790.5
DNA recombination, archaeal	2	2	0	62	127	1552	4	31	1	39	4	13	46	33	10	12	9	0	2	10	0	8	4	233	264	18	22	754	1	0	0	0	243	2	1	363	167	2	4	306	135	1343	4	3	3	13	10	61	0	10	10	0	0	1818	2575	275	191	8	4	1178	48	27
DNA repair system including RecA, MutS and a hypothetical protein	2746	2559.3	3008.5	1731.9	1539.2	2911	875.8	1495.1	1918	3213.8	5214.8	5670.09999999999	3835.5	2963.4	2586.5	1813.5	3886	2379.3	2028.1	2027.1	5917.6	968.4	2638.9	724.5	2333.2	2054.1	2378	2105.6	1576.8	1972.3	2358.9	1711.4	3967.7	1986.7	2169.5	1785.6	1010.3	143.6	1156.3	3474.5	1605.1	4070.4	2923.7	1187.8	23.1	596	1836.9	2727.4	5373.29999999999	2024.1	4063.8	4158.1	1191.2	2977.1	3960.7	4328.8	1369.7	4903.7	3706.6	4142.9	4409.4	4988.7
DNA repair, UvrABC system	14063.5	10827	17351	2406.5	4248	8895.5	3815	6014.5	8251	15237	20561.5	18516.5	15330	12152.5	9523	854	9737	15058	4747.5	5043	42014	10379	28165.5	5349.5	5128.5	5540.5	6822	5155	1758	10697	4588	1327.5	16542	4846.5	11824.5	4635.5	3335	1133.5	5377.5	12389	4390.5	11705.5	4464.5	1920	85	2467	6175.5	13409.5	16791.5	10114	22081	25557	7878	9895.5	13195.5	19204	4898	23366.5	17396.5	12786	20090.5	22731.5
DNA repair, bacterial	17673.5	12741.1333333333	20704.3333333334	2709.23333333334	4374.03333333333	7359.66666666666	4212.46666666666	5084.76666666666	12722.5	16982.9666666667	30205.1333333334	32578.6	21128.3333333334	15996.5666666667	14884	2017.83333333333	19517.3333333333	16017.8	5291.26666666666	5473.09999999999	33215.7666666667	8465.06666666666	20392.2333333333	3803	4623.7	5282.93333333333	6511.83333333333	3771.26666666667	2840.63333333334	10752.8	5799.73333333333	1936.4	19563.5333333333	6135.03333333333	13054.5	3939.43333333333	2873.46666666667	965.433333333333	4654.8	12452.8333333333	4659.6	10266.5666666667	7453.03333333333	2273.13333333333	94.6	3323.5	7510.06666666666	15457.4	28890.9666666667	6138.76666666667	13039.8	23015.9333333334	6932.19999999999	6411.1	8980.86666666666	18145.3	5632.2	35631.2	25235.6	10979.5666666667	26711.2333333334	30688.8666666667
DNA repair, bacterial DinG and relatives	1461	1888	1019	333	543	340	1087	651	808	3578	6397	10415	6266	4344	5188	141	5577	3410	836	771	3632	776	1564	423	719	817	2227	128	130	1925	233	159	3310	1139	4080	330	318	150	748	1917	737	1237	1289	234	13	647	3041	6578	10839	746	1748	2325	708	28	175	2423	961	10857	7097	520	5816	5997
DNA repair, bacterial MutHLS system	4194.5	4745	4573.5	3907	3972.5	9894	2463.5	3182	2652.5	8466.5	8928	11034.5	8009.5	8062.5	8905.5	3366	6194	3249	4343.5	4471.5	16259.5	1764.5	5627.5	1991.5	5174	4592	4745.5	6474	3007.5	2955	4895	3322	12079.5	3488	4608	4495.5	2514.5	325	2576.5	8697.5	4073	12991	7013.5	2057.5	85	1128	5773	9836.5	10395.5	5749	13661	10997.5	3240.5	11632	15042	11408	3860	9401.5	7092	13294	8275.5	8786
DNA repair, bacterial RecBCD pathway	3847.5	1755	3746.5	811.5	1362.5	1222	1677.5	1300.5	3331	5547.5	7612.5	12269.5	9612	9456	10418.5	543	11416	5724	1667	1422.5	2869.5	2940.5	6762	1104	1987.5	1723.5	2619	367	585	3886	2233	420.5	1533	2276	6725.5	830.5	859.5	249	1583.5	684	442.5	315.5	4651	873.5	3	1228.5	3315.5	7684.5	9950	488	462.5	4437	993	73.5	294	1714	172	21715.5	12551.5	389.5	10680.5	10608
DNA repair, bacterial RecFOR pathway	7507.5	6655.3	9295.99999999999	2782.4	3384.2	3195	3057.8	3703.6	6446	12849.3	17910.8	14644.1	11513	10497.9	10819	2144.5	8207.99999999999	7211.3	3897.1	4299.6	19985.6	5213.39999999999	11128.9	1375	3967.7	4338.1	5844	1743.1	2864.8	6168.3	4350.4	2410.4	10125.2	3383.2	7101	3899.1	2164.8	547.6	3493.3	7915.99999999999	3794.6	4182.4	6531.2	1903.8	58.6	2025	5301.4	9319.9	12154.3	4403.6	8927.8	14113.6	4014.2	2180.1	3136.2	9709.3	2963.2	20104.2	14467.1	5989.4	15752.4	17688.2
DNA repair, bacterial SbcCD exonuclease	1667	852	839	268	674	1554	1257	633	2506	4793	4785	3106	5411	3748	5801	146	1625	1731	375	427	8776	1859	4439	907	950	533	1305	1851	238	820	850	102	4084	270	2285	462	283	207	524	2732	684	1995	1465	178	15	456	1901	3929	2108	2354	5986	5421	1731	1691	1858	3947	1067	9026	4828	2568	3692	4771
DNA repair, bacterial UmuCD system	1244.33333333333	875.133333333333	1120	125.733333333334	279.2	100.333333333333	430.466666666666	399.599999999999	824	1891.13333333334	3973.46666666667	2475.6	2678	1205.73333333333	713.666666666666	98.3333333333333	6943.99999999999	779.133333333333	296.6	380.933333333333	2420.26666666667	699.066666666667	1432.73333333333	620	178.866666666667	442.933333333333	316.333333333333	74.2666666666667	164.8	308.466666666667	241.4	104.4	834.533333333334	183.866666666667	361.333333333333	308.6	279.8	48.9333333333333	516.466666666666	748.666666666668	280.266666666667	261.066666666667	183.533333333333	706.133333333333	0.6	286.333333333333	307.733333333333	608.4	1505.8	386.266666666667	627.133333333334	1310.93333333333	375.2	22.6	32.5333333333333	817.800000000001	243.866666666667	8527.2	3681.26666666666	258.4	2837.73333333333	2290.86666666667
DNA repair, bacterial UvrD and related helicases	6932	4777	7622	1010	1660	1054	2247	2299	5167	8341	12138	13230	10012	9099	8099	837	10425	9154	2584	2452	13596	3377	8679	1355	1946	2242	4113	457	1324	5899	3592	833	7061	2904	8310	1213	1006	391	2217	5381	1583	3448	5910	1053	42	1573	4818	10413	14152	3128	6633	8759	2648	193	335	7530	1748	18036	12653	4046	12813	15255
DNA repair, bacterial photolyase	627	1370	691	1160	1034	3822	498	1014	786	1631	2152	1929	2025	835	510	1025	2508	2012	900	925	6028	1134	2067	1008	1624	1066	947	2454	882	1421	865	941	5652	1157	1219	1449	910	147	826	4390	1686	6262	864	721	47	422	511	677	858	2228	4936	3571	982	5265	7126	5853	2037	4284	3080	6359	3675	3115
DNA sulfur modification cluster	227	89	58	62	126	123	4	186	47	367	114	348	160	88	1723	22	42	13	149	128	21	9	87	145	277	104	43	769	17	41	10	42	180	67	467	109	181	2	173	191	78	237	6	16	2	34	412	236	55	124	46	661	181	415	714	121	101	135	588	405	490	246
DNA topoisomerases, Type II, ATP-dependent	8393.16666666667	5954.5	10320.8333333333	960.333333333332	2007.83333333333	6557.66666666667	2156.5	2240.83333333333	6146.83333333333	7873.66666666668	12744.5	12734.6666666667	8861	7790.16666666667	7416.33333333333	421	5788.5	7010.66666666667	1770.66666666667	1783.5	10080.5	2964.16666666667	6648.33333333332	2159.33333333333	2411.83333333334	2033.16666666667	2879.5	3398.5	950.666666666667	4538.16666666667	2368.66666666666	486.000000000001	5313.83333333333	2008.66666666667	5432.16666666667	2309.83333333334	1541.83333333333	288	1955.5	4726.33333333333	1632.83333333333	6581.66666666666	2789.33333333333	973.166666666667	43.3333333333333	1356.33333333333	2808.5	6171.83333333333	12475.8333333333	1874.16666666667	3522.5	6577.66666666667	1989.5	7438	9730.99999999999	6134.49999999999	1914	13521.8333333333	10278	6369.49999999999	11781	13160.6666666667
Damaged nicotinamide nucleotide NAD(P)HX repair	68	30	54	28	36	6	16	18	55	41	74	279	96	23	30	19	7	6	2	20	1237	105	220	8	9	20	6	3	10	28	10	5	786	6	19	9	8	12	24	408	163	181	0	21	0	32	23	55	15	357	937	586	186	5	6	1024	254	8	117	311	185	215
De Novo Pyrimidine Synthesis	16422	11766	20079.5	5145.5	5586	9055.5	3539.5	6188	12778.5	16671	24081	21948	16886	15689.5	15952.5	4737.5	14020.5	11515	7331	7028.5	29003	7014.5	18711	4251	6711.5	6859.5	7513	5490.5	5071	8613.5	7551	4367.5	12937.5	6344.5	11253.5	5386.5	3383.5	870	5109	10596	4752	10068	10144.5	3452	98	2811.5	7911	14025.5	19335.5	7673.5	16109	21904	6419	9010	12049.5	16333	4373	25269	19809.5	12048	21522.5	23616.5
DeNovo Purine Biosynthesis	15973	12582.5	18368	4603.5	5701.33333333333	10620.8333333333	3118.5	6189.49999999999	11167.3333333333	15521.8333333333	21473.3333333334	21854.8333333333	13846.5	13797.8333333333	12420.3333333333	3434.66666666667	9765	9207	6180.83333333334	6134.00000000001	34075.3333333333	8218.5	19611.6666666666	4726.33333333333	6849.33333333333	6289.83333333333	8414.83333333333	6387.83333333334	4013.66666666667	6538	7353	3622.66666666667	16086.3333333333	4554	10372.3333333333	6061	3830.66666666667	955.166666666667	5066.00000000001	12736.3333333333	5576.16666666667	13064.3333333333	8614.66666666666	2913.33333333333	81.5	2532.66666666667	7830.16666666667	13914.8333333333	19465.6666666667	6658.83333333334	13184.8333333333	23655.1666666667	7262.16666666667	11486.1666666667	15868	17688.3333333333	5201.66666666667	17973.6666666667	15793.8333333333	14459.1666666667	20040.6666666667	20604.8333333334
Degradation of branched-chain amino acids and alpha-keto acids [Leu, Val]	5045.23333333332	8929.76666666665	4547.88333333333	2842.71666666667	2748.18333333334	2002.7	2173.58333333333	3398.58333333333	7439.06666666666	7547.96666666667	12438.8833333333	14490.6	7902.61666666666	7722.26666666666	7776.51666666666	3210.03333333333	2166.85	9719.63333333333	4426.68333333333	3980.35	10244.5666666667	2831.48333333333	9313.48333333333	1381.11666666667	3996.25	3869.18333333333	4835.95	1638.56666666667	2922.91666666667	6291.53333333333	4530.25	2847.35	6081.38333333333	4246.78333333333	7062.89999999999	3161.46666666667	1819.78333333334	338.916666666667	2571.31666666667	5231.28333333333	2988.2	2405.11666666667	7904.03333333333	1947.93333333333	29.0666666666667	1355.3	4206.7	6889.56666666666	12040.8833333333	3063.68333333333	5617.41666666666	7981.86666666666	2277.31666666667	1270.35	1887.15	4350.63333333333	1874.4	5960.81666666667	7222.93333333332	1813.83333333333	11213.6833333333	12041.75
Dehydrogenase complexes	8972.21666666665	6643.28333333333	9858.33333333332	2605.63333333334	2774.75	3363.75	1854.68333333333	3559.63333333333	6055.23333333333	7835.79999999999	14345.4	17056.8	8851.11666666666	7862.23333333332	6709.58333333332	1868.45	5038.63333333333	14184.9833333333	3584.28333333333	3166.03333333333	17983.3	3898.4	15231.0666666667	2414.31666666667	3178.06666666667	3849.25	3693.51666666667	2016.86666666667	2062.31666666667	9738.58333333331	3471.25	1780.53333333334	12355.8833333333	4577.08333333333	8918.26666666668	2782.6	1920.45	588.333333333333	3139.08333333333	9463.93333333333	3644.88333333333	6586.98333333333	5975.96666666666	1639.78333333333	50.0333333333333	1612.4	3776.73333333333	7112.13333333332	15480.95	5345.55	12743.0166666667	10519.5333333333	2839.43333333334	3091.68333333333	4460.06666666666	12966.8666666667	3879.03333333334	13626.9333333333	10202.4333333333	7088.98333333332	12894.1166666667	13976.4
Delta(6)-desaturase containing cluster	1000.5	295	1032.5	217	302.5	269.5	255	520.5	1154	1284.5	1561.5	466	1181.5	442.5	244.5	72.5	1209	1041	357.5	266	1820	1187.5	3370.5	266	441.5	436	497.5	55	178.5	1203.5	218.5	91.5	996	527	407.5	235.5	173	95.5	435	281	110.5	184.5	23	186	2	164	117.5	181.5	142	359	708	1295	514.5	19	53	445.5	68.5	1804.5	911	309.5	1959.5	1002
Denitrifying reductase gene clusters	2203	1231	696.5	209	544	145.5	1385.5	542.5	315	4357.5	4058.5	5703.5	5672	8383	10039.5	160.5	5021.5	2916.5	982	710	12315	2684.5	5271.5	636.5	1395.5	624	1037.5	89	70	705	264.5	118.5	2090.5	320.5	1901	336.5	183	439.5	419	602.5	152	276.5	1250.5	276.5	8.5	707	1828.5	4560.5	2668	1974	5390	9321.5	2652	17.5	134	1442.5	50.5	9746	8434	1470.5	9328.5	4320
Desulfovibrio high-molecular-weight cytochrome cluster	0	2	2	2	7	0	0	2	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	2	1	0	0	0	0	2	2	0	2	0	0	2	0	2	1	3	0	0	0	0	0	3	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0
DevBCA efflux pump transporter (of ABC type) cyanobacterial	12	7	3	43	54	16	2	63	4	4	0	0	3	5	12	4	13	7	33	41	0	0	6	0	15	44	2	15	11	10	0	7	0	41	7	31	63	0	131	16	22	0	5	6	0	2	1	2	5	44	27	2	2	0	2	0	0	6	5	0	2	0
Diaminopimelate Synthesis 	4027.64285714286	3013.63095238095	4589.20238095238	746.02380952381	1137.10714285714	2476.64285714286	1196.40476190476	1288.32142857143	3725.84523809524	4561.07142857144	6310.26190476192	7058.84523809523	5242	4254.60714285714	4369.59523809524	376.238095238096	3639.35714285714	3407.63095238096	1288.66666666667	1166.85714285714	9645.7976190476	2219.40476190476	5688.17857142858	1386	1385.84523809524	1263.78571428571	1900.16666666666	1324.78571428571	658.011904761906	2278.52380952381	1619.23809523809	424.488095238095	6931.2380952381	1139.2619047619	3976.33333333333	1068.52380952381	709.285714285716	285.630952380952	1084.29761904762	3932.94047619048	1520.94047619047	3873.46428571428	2271.65476190476	513.976190476191	35.2261904761905	767.607142857143	2128.42857142857	4255.27380952381	5429.7380952381	2338.11904761905	5292.90476190477	7057.16666666667	1974.36904761905	2402.28571428571	3398.2619047619	7275.08333333334	2076.17857142857	7385.42857142857	5602.11904761905	4512.98809523809	6508.17857142857	7116.32142857143
Dihydropyrimidine dehydrogenase	277	121.5	55.5	30	41	27	30.5	92	48	455.5	549.5	652	597	208.5	79.5	16.5	29.5	1031.5	143	115.5	362.5	12.5	115	13	98.5	101	211	19.5	29.5	809.5	13.5	34.5	30	337.5	1248	74.5	51.5	1	76.5	36.5	18	1	6	51.5	0	116	485.5	1065.5	377.5	14	8	4.5	5	3.5	41	1.5	0	954	930.5	1	1074	1224
Dihydroxyacetone kinases	1046	670	474	324	374	243	664	367	1849	1323	1192	1747	1716	2863	1136	356	2027	2212	543	554	3864	1407	722	466	767	391	1068	100	558	1915	1641	328	1722	1066	1612	270	200	112	432	1368	637	552	451	266	10	160	721	1290	1055	1182	2580	3008	850	40	38	1554	813	4193	1458	966	1115	877
Dioxygenolytic carbon monoxide-forming enzymes	27	23	4	11	14	0	2	33	6	39	164	139	605	37	6	2	1216	0	15	18	80	66	88	0	2	23	124	4	1	2	4	0	18	1	18	6	7	5	26	8	6	2	0	0	0	9	3	0	0	16	13	17	18	2	7	24	2	2694	987	1	304	99
Diphthamide biosynthesis	15	29	29	305	485	3623	48	176	223	171	44	65	97	96	46	309	53	6	37	71	0	27	8	650	763	106	106	2033	230	23	236	148	954	18	8	813	445	0	54	951	415	3214	50	28	14	23	53	167	10	121	152	2	0	4421	5896	1104	620	63	13	3015	206	58
Diphtheria toxin	60.5	44	80.5	19	29.5	11	37.5	70	298	75.5	42.5	30	36.5	78	69	16.5	6	5	46.5	27	236	156.5	519	104	62.5	30.5	108.5	2	41.5	48.5	70	1	55	3	26	19	9	12	29	9	4	21.5	0	4	0	4.5	26.5	21.5	19.5	15	16.5	179	43.5	2	4	84.5	4	7	2.5	2	4	7
Dipicolinate Synthesis	113	57.6666666666667	2.33333333333333	5.33333333333333	4.66666666666667	12.3333333333333	121.666666666667	6.33333333333333	8.66666666666667	378.333333333333	48.3333333333333	397	368	817.333333333333	1058	8.66666666666667	11	1	49.6666666666667	8.33333333333333	0	1.33333333333333	3	19.3333333333333	45	2	112.333333333333	2.33333333333333	3.66666666666667	0	229.666666666667	1.33333333333333	33.3333333333333	0.666666666666667	284.333333333333	0.666666666666667	1.33333333333333	0	2.33333333333333	2.33333333333333	0.666666666666667	1.33333333333333	644	25.6666666666667	0	4.33333333333333	323.666666666667	788.666666666667	346.666666666667	0	0	0	0	0	0	0.666666666666667	0	3.33333333333333	58	0.333333333333333	51.6666666666667	46.3333333333333
Dissimilatory nitrite reductase	130.333333333333	237.916666666667	93	20.75	51.0833333333333	249.333333333333	73.25	34.1666666666667	121.666666666667	163.5	157.25	293.833333333333	152.916666666667	238	372	16.9166666666667	118.416666666667	416.916666666667	27.5833333333333	27.9166666666667	20.5	19.6666666666667	49.25	47	65	30.4166666666667	26.9166666666667	123.416666666667	5	212.25	36.25	11.6666666666667	36.5	128.833333333333	168.666666666667	74.8333333333333	36.0833333333333	8	29.4166666666667	48.5833333333333	24.25	131.5	1.25	3.25	0.5	55.8333333333333	16.4166666666667	67.3333333333333	41	10.9166666666667	8.5	17.9166666666667	11.8333333333333	309.75	427.5	58.25	26	209.25	269.25	188.5	554	575.25
Dpp dipeptide ABC transport system	11724	7885.5	7977.5	1653	3031	7090	9866.5	3822.5	14526	26678.5	16477	27142.5	34248	33818	39911.5	1070.5	17847.5	10789	6425	3051.5	38421.5	9057.5	18958	4315	6715	3467	15731	3968	2214.5	8610.5	13137	729.5	21149.5	4109	30616	2901	2197	1112	3321	12791.5	4514	9100	40582.5	2910	107	2096	29099.5	54427.5	27034	4200.5	8174	25710	7896.5	6861.5	8748.5	17486	6085	42586.5	22793.5	9258.5	17041.5	20815
ESAT-6 protein secretion system in Mycobacteria (locus ESX-5)	31.25	14	5	33	27	22	8	29	8	37.25	7.5	12.75	15	28.25	125.75	0.5	2	0	143.75	33.75	0	6	6	0	20.75	74	24	6	4	7	9.25	4.25	0	6.5	36.25	14	8	0	22	2	1	0	3	2.5	0	2.5	48.25	36.5	3.5	7	8	0	0	0	4	0	2	0	0.5	0	3.25	0
ESAT-6 proteins secretion system in Firmicutes and Actinobacteria	637.25	97.5	92	46.5	168.5	12.5	210	355.5	149.5	486.75	227	232.25	377.5	360.75	3633.75	12	12.5	8	125.75	119.25	117	86.5	232.5	124	728.25	99.5	452.5	16.5	14.5	36	154.75	18.25	128	19.5	982.75	38	36.5	14.5	78	26.5	23.5	108	4.5	64.5	0.5	17	738.75	1171	951	28.5	20.5	278.5	119	6.5	7	108	8.5	24.5	125	3.5	47.75	113
ESAT-6 proteins secretion system in Firmicutes extended	780.25	234	275	71.5	211.5	19.5	464	304	2434.5	1014.75	325.5	539.25	471.5	1024.75	3993.75	54	38.5	38	428.75	236.25	508	949.5	1008.5	47	419.25	171	2631.5	18.5	768.5	680	680.75	26.25	149	24.5	1007.75	54	55.5	19.5	109	34	22.5	123	9.5	79.5	0.5	25	826.75	1532	987	30	54	575.5	180	4.5	8	241	12.5	70.5	147	15.5	72.75	132
ESAT-6 proteins secretion system in Mycobacteria (locus ESX-1)	59.25	43	27	5	7	4	6	73.5	4	33.25	22.5	14.75	17	29.25	123.75	2.5	5	4	72.75	16.75	0	0	5	2	5.75	12	15	5	0	0	9.25	2.25	0	4.5	39.25	7	6	2	8	4	0	0	0	4.5	0	2.5	28.25	37	4.5	2	3	0	0	4	0	0	0	0	0.5	0	1.25	0
ESAT-6 proteins secretion system in Mycobacteria (locus ESX-2)	8	4	9	26	21	8	2	24	4	6	3	2	0	0	0	4	0	2	95	22	1	4	0	0	11	27	0	2	2	11	0	0	0	0	1	4	2	0	13	7	0	0	0	4	0	0	17	5	2	10	4	0	0	2	4	0	0	6	0	0	0	0
ESAT-6 proteins secretion system in Mycobacteria (locus ESX-3)	15	40	46	29	31.5	19.5	4	66.5	9	14	59	2	0	4	6	4	1	6	137.5	56	0	2	6	0	35	80.5	15	15	0	4	2	7	1	4	2	21.5	27.5	0	48	9	8	0	2	2	0	0	42	4	2	11	6	0	0	0	2	0	2	10	2	4	0	0
ESAT-6 proteins secretion system in Mycobacteria (locus ESX-4)	3	8.5	5	9	8	8	0	23.5	0	12	11.5	4	10	0	2	2	6	1	58	7	0	1	3	0	3	17.5	2	2	0	2	0	0	1	1	2	8	3	3	6	7.5	4	1	0	2	0	0	0	2	0	3.5	1.5	0	0	0	0	0	0	0	2	0	0	2
EcsAB transporter affecting expression and secretion of secretory preproteins	478.5	272.5	267	14.5	110.5	32.5	600	58	68	1923.5	643	1796.5	1950	2750	3401.5	37.5	49.5	32.5	170	90	3	13	15.5	37.5	153.5	41	605	4	12	14	707	19	101	11.5	1294	36.5	18	0	38	35	18.5	4	2617.5	160	0	79.5	1353	3165.5	1117.5	8	27	0.5	0	3.5	9.5	0	1	25	253	0	344.5	576
